Taxon,Genus,Tribe,Subfamily,Family,NCBITaxon,Order,Diet,Nesting,Foraging,DietMod,NestingMod,ForagingMod,DietModslashboth,DietModslashlower,DietModslashupper,DietModalllower,DietModallupper,DietModanyplant,DietModonlyplant,ForagingModalllower,ForagingModallupper,ForagingModanycanopy,NestingModalllower,NestingModallupper,NestingModanycanopy,DietModonlypred,DietModanypred,DietModonlyomni,DietModanyomni,ForagingModanyground,NestingModanyground
Linepithema_piliferum,Linepithema,Linepithema,Dolichoderinae,Formicidae,Linepithema_piliferum,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Linepithema_pulex,Linepithema,Linepithema,Dolichoderinae,Formicidae,Linepithema_pulex,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Linepithema_tsachila,Linepithema,Linepithema,Dolichoderinae,Formicidae,Linepithema_tsachila,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Liometopum_apiculatum,Liometopum,Liometopum,Dolichoderinae,Formicidae,Liometopum_apiculatum,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Liometopum_luctuosum,Liometopum,Liometopum,Dolichoderinae,Formicidae,Liometopum_luctuosum,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Liometopum_occidentale,Liometopum,Liometopum,Dolichoderinae,Formicidae,Liometopum_occidentale,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Loweriella_boltoni,Loweriella,Loweriella,Dolichoderinae,Formicidae,Loweriella_boltoni,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Nebothriomyrmex_majeri,Nebothriomyrmex,Nebothriomyrmex,Dolichoderinae,Formicidae,Nebothriomyrmex_majeri,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Ochetellus_glaber,Ochetellus,Ochetellus,Dolichoderinae,Formicidae,Ochetellus_glaber,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
Papyrius_nitidus,Papyrius,Papyrius,Dolichoderinae,Formicidae,Papyrius_nitidus,Hymenoptera,0,0&1,0&1,0,0&1,0&1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1
Philidris_cordata,Philidris,Philidris,Dolichoderinae,Formicidae,Philidris_cordata,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Tapinoma_erraticum,Tapinoma,Tapinoma,Dolichoderinae,Formicidae,Tapinoma_erraticum,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Tapinoma_melanocephalum,Tapinoma,Tapinoma,Dolichoderinae,Formicidae,Tapinoma_melanocephalum,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Tapinoma_nigerrimum,Tapinoma,Tapinoma,Dolichoderinae,Formicidae,Tapinoma_nigerrimum,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Tapinoma_opacum,Tapinoma,Tapinoma,Dolichoderinae,Formicidae,Tapinoma_opacum,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Tapinoma_sessile,Tapinoma,Tapinoma,Dolichoderinae,Formicidae,Tapinoma_sessile,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Tapinoma_subtile,Tapinoma,Tapinoma,Dolichoderinae,Formicidae,Tapinoma_subtile,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Aptinoma_antongil,Aptinoma,Tapinomini,Dolichoderinae,Formicidae,Aptinoma_antongil,Hymenoptera,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
Aptinoma_mangabe,Aptinoma,Tapinomini,Dolichoderinae,Formicidae,Aptinoma_mangabe,Hymenoptera,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
Technomyrmex_albipes,Technomyrmex,Technomyrmex,Dolichoderinae,Formicidae,Technomyrmex_albipes,Hymenoptera,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
Technomyrmex_anterops,Technomyrmex,Technomyrmex,Dolichoderinae,Formicidae,Technomyrmex_anterops,Hymenoptera,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
Technomyrmex_difficilis,Technomyrmex,Technomyrmex,Dolichoderinae,Formicidae,Technomyrmex_difficilis,Hymenoptera,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
Technomyrmex_fisheri,Technomyrmex,Technomyrmex,Dolichoderinae,Formicidae,Technomyrmex_fisheri,Hymenoptera,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
Technomyrmex_innocens,Technomyrmex,Technomyrmex,Dolichoderinae,Formicidae,Technomyrmex_innocens,Hymenoptera,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
Technomyrmex_madecassus,Technomyrmex,Technomyrmex,Dolichoderinae,Formicidae,Technomyrmex_madecassus,Hymenoptera,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
Technomyrmex_mayri,Technomyrmex,Technomyrmex,Dolichoderinae,Formicidae,Technomyrmex_mayri,Hymenoptera,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
Technomyrmex_pallipes,Technomyrmex,Technomyrmex,Dolichoderinae,Formicidae,Technomyrmex_pallipes,Hymenoptera,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
Technomyrmex_vitiensis,Technomyrmex,Technomyrmex,Dolichoderinae,Formicidae,Technomyrmex_vitiensis,Hymenoptera,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
Technomyrmex_voeltzkowi,Technomyrmex,Technomyrmex,Dolichoderinae,Formicidae,Technomyrmex_voeltzkowi,Hymenoptera,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
Turneria_bidentata,Turneria,Turneria,Dolichoderinae,Formicidae,Turneria_bidentata,Hymenoptera,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
Acanthostichus_brevicornis,Acanthostichus,Acanthostichus,Dorylinae,Formicidae,Acanthostichus_brevicornis,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Acanthostichus_davisi,Acanthostichus,Acanthostichus,Dorylinae,Formicidae,Cerapachys_davisi,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Acanthostichus_kirbyi,Acanthostichus,Acanthostichus,Dorylinae,Formicidae,Acanthostichus_kirbyi,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Acanthostichus_punctiscapus,Acanthostichus,Acanthostichus,Dorylinae,Formicidae,Acanthostichus_punctiscapus,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Acanthostichus_quadratus,Acanthostichus,Acanthostichus,Dorylinae,Formicidae,Acanthostichus_quadratus,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Aenictus_aratus,Aenictus,Aenictus,Dorylinae,Formicidae,Aenictus_aratus,Hymenoptera,2,0,0&1,2,0,0&1,2,2,2,2,2,0,0,0,1,1,0,0,0,1,1,0,0,1,1
Aenictus_ceylonicus,Aenictus,Aenictus,Dorylinae,Formicidae,Aenictus_ceylonicus,Hymenoptera,2,0,0&1,2,0,0&1,2,2,2,2,2,0,0,0,1,1,0,0,0,1,1,0,0,1,1
Aenictus_eugenii,Aenictus,Aenictus,Dorylinae,Formicidae,Aenictus_eugenii,Hymenoptera,2,0,0&1,2,0,0&1,2,2,2,2,2,0,0,0,1,1,0,0,0,1,1,0,0,1,1
Aenictus_laeviceps,Aenictus,Aenictus,Dorylinae,Formicidae,Aenictus_laeviceps,Hymenoptera,2,0,0&1,2,0,0&1,2,2,2,2,2,0,0,0,1,1,0,0,0,1,1,0,0,1,1
Aenictus_rotundatus,Aenictus,Aenictus,Dorylinae,Formicidae,Aenictus_rotundatus,Hymenoptera,2,0,0&1,2,0,0&1,2,2,2,2,2,0,0,0,1,1,0,0,0,1,1,0,0,1,1
Aenictus_turneri,Aenictus,Aenictus,Dorylinae,Formicidae,Aenictus_turneri,Hymenoptera,2,0,0&1,2,0,0&1,2,2,2,2,2,0,0,0,1,1,0,0,0,1,1,0,0,1,1
Cerapachys_jacobsoni,Cerapachys,Cerapachys,Dorylinae,Formicidae,Cerapachys_jacobsoni,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Cheliomyrmex_andicola,Cheliomyrmex,Cheliomyrmecini,Dorylinae,Formicidae,Cheliomyrmex_andicola,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Chrysapace_sauteri,Chrysapace,Chrysapace,Dorylinae,Formicidae,Cerapachys_sauteri,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Cylindromyrmex_meinerti,Cylindromyrmex,Cylindromyrmecini,Dorylinae,Formicidae,Cylindromyrmex_meinerti,Hymenoptera,2,0&1,0&1,2,0&1,0&1,2,2,2,2,2,0,0,0,1,1,0,1,1,1,1,0,0,1,1
Cylindromyrmex_striatus,Cylindromyrmex,Cylindromyrmecini,Dorylinae,Formicidae,Cylindromyrmex_striatus,Hymenoptera,2,0&1,0&1,2,0&1,0&1,2,2,2,2,2,0,0,0,1,1,0,1,1,1,1,0,0,1,1
Dorylus_affinis,Dorylus,Dorylus,Dorylinae,Formicidae,Dorylus_affinis,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Dorylus_braunsi,Dorylus,Dorylus,Dorylinae,Formicidae,Dorylus_braunsi,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Dorylus_conradti,Dorylus,Dorylus,Dorylinae,Formicidae,Dorylus_conradti,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Dorylus_emeryi,Dorylus,Dorylus,Dorylinae,Formicidae,NA,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Dorylus_fimbriatus,Dorylus,Dorylus,Dorylinae,Formicidae,Dorylus_laevipodex,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Dorylus_fulvus,Dorylus,Dorylus,Dorylinae,Formicidae,Dorylus_fulvus,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Dorylus_gribodoi,Dorylus,Dorylus,Dorylinae,Formicidae,NA,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Dorylus_helvolus,Dorylus,Dorylus,Dorylinae,Formicidae,Dorylus_helvolus,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Dorylus_kohli,Dorylus,Dorylus,Dorylinae,Formicidae,Dorylus_kohli,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Dorylus_laevigatus,Dorylus,Dorylus,Dorylinae,Formicidae,Dorylus_laevigatus,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Dorylus_mayri,Dorylus,Dorylus,Dorylinae,Formicidae,Dorylus_mayri,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Dorylus_nigricans,Dorylus,Dorylus,Dorylinae,Formicidae,NA,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Dorylus_orientalis,Dorylus,Dorylus,Dorylinae,Formicidae,Dorylus_orientalis,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Dorylus_spininodis,Dorylus,Dorylus,Dorylinae,Formicidae,Dorylus_spininodis,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Dorylus_wilverthi,Dorylus,Dorylus,Dorylinae,Formicidae,Dorylus_wilverthi,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Eciton_burchellii,Eciton,Eciton,Dorylinae,Formicidae,Eciton_burchellii,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Eciton_dulcium,Eciton,Eciton,Dorylinae,Formicidae,Eciton_dulcium,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Eciton_hamatum,Eciton,Eciton,Dorylinae,Formicidae,Eciton_hamatum,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Eciton_mexicanum,Eciton,Eciton,Dorylinae,Formicidae,Eciton_mexicanum,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Eciton_vagans,Eciton,Eciton,Dorylinae,Formicidae,Eciton_vagans,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Labidus_coecus,Labidus,Labidus,Dorylinae,Formicidae,Labidus_coecus,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Labidus_praedator,Labidus,Labidus,Dorylinae,Formicidae,Labidus_praedator,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Labidus_spininodis,Labidus,Labidus,Dorylinae,Formicidae,Labidus_spininodis,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Leptanilloides_chihuahuaensis,Leptanilloides,Leptanilloides,Dorylinae,Formicidae,Leptanilloides_chihuahuaensis,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Leptanilloides_copalinga,Leptanilloides,Leptanilloides,Dorylinae,Formicidae,Leptanilloides_copalinga,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Leptanilloides_femoralis,Leptanilloides,Leptanilloides,Dorylinae,Formicidae,Leptanilloides_femoralis,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Leptanilloides_gracilis,Leptanilloides,Leptanilloides,Dorylinae,Formicidae,Leptanilloides_gracilis,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Leptanilloides_mckennae,Leptanilloides,Leptanilloides,Dorylinae,Formicidae,Leptanilloides_mckennae,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Leptanilloides_nomada,Leptanilloides,Leptanilloides,Dorylinae,Formicidae,Leptanilloides_nomada,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Leptanilloides_nubecula,Leptanilloides,Leptanilloides,Dorylinae,Formicidae,Leptanilloides_nubecula,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Leptanilloides_prometea,Leptanilloides,Leptanilloides,Dorylinae,Formicidae,Leptanilloides_prometea,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Lioponera_brevis,Lioponera,Lioponera,Dorylinae,Formicidae,Cerapachys_brevis,Hymenoptera,NA,NA,0,?,?,0,?,?,?,?,?,?,?,0,0,0,?,?,?,?,?,?,?,1,?
Lioponera_clarus,Lioponera,Lioponera,Dorylinae,Formicidae,Cerapachys_princeps,Hymenoptera,NA,NA,0,?,?,0,?,?,?,?,?,?,?,0,0,0,?,?,?,?,?,?,?,1,?
Lioponera_foreli,Lioponera,Lioponera,Dorylinae,Formicidae,Cerapachys_foreli,Hymenoptera,NA,NA,0,?,?,0,?,?,?,?,?,?,?,0,0,0,?,?,?,?,?,?,?,1,?
Lioponera_larvata,Lioponera,Lioponera,Dorylinae,Formicidae,Cerapachys_larvatus,Hymenoptera,NA,NA,0,?,?,0,?,?,?,?,?,?,?,0,0,0,?,?,?,?,?,?,?,1,?
Lioponera_nkomoensis,Lioponera,Lioponera,Dorylinae,Formicidae,Cerapachys_nkomoensis,Hymenoptera,NA,NA,0,?,?,0,?,?,?,?,?,?,?,0,0,0,?,?,?,?,?,?,?,1,?
Lioponera_suscitata,Lioponera,Lioponera,Dorylinae,Formicidae,Cerapachys_suscitatus,Hymenoptera,NA,NA,0,?,?,0,?,?,?,?,?,?,?,0,0,0,?,?,?,?,?,?,?,1,?
Neivamyrmex_angustinodis,Neivamyrmex,Neivamyrmex,Dorylinae,Formicidae,Neivamyrmex_angustinodis,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Neivamyrmex_gibbatus,Neivamyrmex,Neivamyrmex,Dorylinae,Formicidae,Neivamyrmex_gibbatus,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Neivamyrmex_halidaii,Neivamyrmex,Neivamyrmex,Dorylinae,Formicidae,Neivamyrmex_halidaii,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Neivamyrmex_nigrescens,Neivamyrmex,Neivamyrmex,Dorylinae,Formicidae,Neivamyrmex_nigrescens,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Neivamyrmex_opacithorax,Neivamyrmex,Neivamyrmex,Dorylinae,Formicidae,Neivamyrmex_opacithorax,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Neivamyrmex_pilosus,Neivamyrmex,Neivamyrmex,Dorylinae,Formicidae,Neivamyrmex_pilosus,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Neivamyrmex_postcarinatus,Neivamyrmex,Neivamyrmex,Dorylinae,Formicidae,Neivamyrmex_postcarinatus,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Neivamyrmex_pseudops,Neivamyrmex,Neivamyrmex,Dorylinae,Formicidae,Neivamyrmex_pseudops,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Neivamyrmex_romandii,Neivamyrmex,Neivamyrmex,Dorylinae,Formicidae,Neivamyrmex_romandii,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Neivamyrmex_swainsonii,Neivamyrmex,Neivamyrmex,Dorylinae,Formicidae,Neivamyrmex_swainsonii,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Neocerapachys_splendens,Neocerapachys,Neocerapachys,Dorylinae,Formicidae,Cerapachys_splendens,Hymenoptera,NA,NA,NA,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
Nomamyrmex_esenbeckii,Nomamyrmex,Nomamyrmex,Dorylinae,Formicidae,Nomamyrmex_esenbeckii,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Nomamyrmex_hartigii,Nomamyrmex,Nomamyrmex,Dorylinae,Formicidae,Nomamyrmex_hartigii,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Ooceraea_australis,Ooceraea,Ooceraea,Dorylinae,Formicidae,Cerapachys_edentatus,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Ooceraea_biroi,Ooceraea,Ooceraea,Dorylinae,Formicidae,Cerapachys_biroi,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Ooceraea_fragosa,Ooceraea,Ooceraea,Dorylinae,Formicidae,Cerapachys_fragosus,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Parasyscia_desposyne,Parasyscia,Parasyscia,Dorylinae,Formicidae,Cerapachys_desposyne,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Parasyscia_dohertyi,Parasyscia,Parasyscia,Dorylinae,Formicidae,Cerapachys_dohertyi,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Parasyscia_sylvicola,Parasyscia,Parasyscia,Dorylinae,Formicidae,Cerapachys_sylvicola,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Simopone_conradti,Simopone,Simopone,Dorylinae,Formicidae,Simopone_conradti,Hymenoptera,2,1,0&1,2,1,0&1,2,2,2,2,2,0,0,0,1,1,1,1,1,1,1,0,0,1,0
Simopone_dignita,Simopone,Simopone,Dorylinae,Formicidae,Simopone_dignita,Hymenoptera,2,1,0&1,2,1,0&1,2,2,2,2,2,0,0,0,1,1,1,1,1,1,1,0,0,1,0
Simopone_dryas,Simopone,Simopone,Dorylinae,Formicidae,Simopone_dryas,Hymenoptera,2,1,0&1,2,1,0&1,2,2,2,2,2,0,0,0,1,1,1,1,1,1,1,0,0,1,0
Simopone_elegans,Simopone,Simopone,Dorylinae,Formicidae,Simopone_elegans,Hymenoptera,2,1,0&1,2,1,0&1,2,2,2,2,2,0,0,0,1,1,1,1,1,1,1,0,0,1,0
Simopone_fulvinodis,Simopone,Simopone,Dorylinae,Formicidae,Simopone_fulvinodis,Hymenoptera,2,1,0&1,2,1,0&1,2,2,2,2,2,0,0,0,1,1,1,1,1,1,1,0,0,1,0
Simopone_latiscapa,Simopone,Simopone,Dorylinae,Formicidae,Simopone_latiscapa,Hymenoptera,2,1,0&1,2,1,0&1,2,2,2,2,2,0,0,0,1,1,1,1,1,1,1,0,0,1,0
Simopone_marleyi,Simopone,Simopone,Dorylinae,Formicidae,Simopone_marleyi,Hymenoptera,2,1,0&1,2,1,0&1,2,2,2,2,2,0,0,0,1,1,1,1,1,1,1,0,0,1,0
Simopone_nonnihil,Simopone,Simopone,Dorylinae,Formicidae,Simopone_nonnihil,Hymenoptera,2,1,0&1,2,1,0&1,2,2,2,2,2,0,0,0,1,1,1,1,1,1,1,0,0,1,0
Simopone_oculata,Simopone,Simopone,Dorylinae,Formicidae,Simopone_oculata,Hymenoptera,2,1,0&1,2,1,0&1,2,2,2,2,2,0,0,0,1,1,1,1,1,1,1,0,0,1,0
Simopone_trita,Simopone,Simopone,Dorylinae,Formicidae,Simopone_trita,Hymenoptera,2,1,0&1,2,1,0&1,2,2,2,2,2,0,0,0,1,1,1,1,1,1,1,0,0,1,0
Sphinctomyrmex_stali,Sphinctomyrmex,Sphinctomyrmex,Dorylinae,Formicidae,Sphinctomyrmex_stali,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Syscia_augustae,Syscia,Syscia,Dorylinae,Formicidae,Cerapachys_augustae,Hymenoptera,NA,0,NA,?,0,?,?,?,?,?,?,?,?,?,?,?,0,0,0,?,?,?,?,?,1
Syscia_typhla,Syscia,Syscia,Dorylinae,Formicidae,Cerapachys_typhlus,Hymenoptera,NA,0,NA,?,0,?,?,?,?,?,?,?,?,?,?,?,0,0,0,?,?,?,?,?,1
Tanipone_aglandula,Tanipone,Tanipone,Dorylinae,Formicidae,Tanipone_aglandula,Hymenoptera,2,0&1,0&1,2,0&1,0&1,2,2,2,2,2,0,0,0,1,1,0,1,1,1,1,0,0,1,1
Tanipone_hirsuta,Tanipone,Tanipone,Dorylinae,Formicidae,Tanipone_hirsuta,Hymenoptera,2,0&1,0&1,2,0&1,0&1,2,2,2,2,2,0,0,0,1,1,0,1,1,1,1,0,0,1,1
Tanipone_scelesta,Tanipone,Tanipone,Dorylinae,Formicidae,Tanipone_scelesta,Hymenoptera,2,0&1,0&1,2,0&1,0&1,2,2,2,2,2,0,0,0,1,1,0,1,1,1,1,0,0,1,1
Tanipone_zona,Tanipone,Tanipone,Dorylinae,Formicidae,Tanipone_zona,Hymenoptera,2,0&1,0&1,2,0&1,0&1,2,2,2,2,2,0,0,0,1,1,0,1,1,1,1,0,0,1,1
Vicinopone_conciliatrix,Vicinopone,Vicinopone,Dorylinae,Formicidae,Vicinopone_conciliatrix,Hymenoptera,2,1,1,2,1,1,2,2,2,2,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0
Yunodorylus_paradoxus,Yunodorylus,Yunodorylus,Dorylinae,Formicidae,Cerapachys_paradoxus,Hymenoptera,NA,0,0,?,0,0,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,1,1
Yunodorylus_sexspinus,Yunodorylus,Yunodorylus,Dorylinae,Formicidae,NA,Hymenoptera,NA,0,0,?,0,0,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,1,1
Zasphinctus_steinheili,Zasphinctus,Zasphinctus,Dorylinae,Formicidae,Sphinctomyrmex_steinheili,Hymenoptera,2,NA,NA,2,?,?,2,2,2,2,2,0,0,?,?,?,?,?,?,1,1,0,0,?,?
Ectatomma_brunneum,Ectatomma,Ectatommini,Ectatomminae,Formicidae,NA,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
